"rentree_scolaire","region_academique","academie","departement","commune","numero_etablissement"
2020,"NOUVELLE-AQUITAINE","BORDEAUX","DORDOGNE","PERIGUEUX","0240025X"
2020,"NOUVELLE-AQUITAINE","BORDEAUX","GIRONDE","BORDEAUX","0331495W"
2020,"NOUVELLE-AQUITAINE","BORDEAUX","GIRONDE","BORDEAUX","0330029C"
2020,"NOUVELLE-AQUITAINE","BORDEAUX","GIRONDE","BORDEAUX","0331493U"
2020,"NOUVELLE-AQUITAINE","BORDEAUX","GIRONDE","LORMONT","0332744D"
2020,"NOUVELLE-AQUITAINE","BORDEAUX","GIRONDE","LORMONT","0332832Z"
2020,"NOUVELLE-AQUITAINE","BORDEAUX","GIRONDE","PESSAC","0332722E"
2020,"NOUVELLE-AQUITAINE","BORDEAUX","GIRONDE","SAINT-ANDRE-DE-CUBZAC","0332835C"
2020,"NOUVELLE-AQUITAINE","BORDEAUX","GIRONDE","TALENCE","0330126H"
2020,"NOUVELLE-AQUITAINE","BORDEAUX","LANDES","AIRE-SUR-L'ADOUR","0400002K"
2020,"NOUVELLE-AQUITAINE","BORDEAUX","LOT-ET-GARONNE","AGEN","0470060K"
2020,"NOUVELLE-AQUITAINE","BORDEAUX","LOT-ET-GARONNE","MARMANDE","0470063N"
2020,"NOUVELLE-AQUITAINE","BORDEAUX","PYRENEES-ATLANTIQUES","BAYONNE","0640111Y"
2020,"NOUVELLE-AQUITAINE","BORDEAUX","PYRENEES-ATLANTIQUES","IGON","0640122K"
2020,"NOUVELLE-AQUITAINE","BORDEAUX","PYRENEES-ATLANTIQUES","MAULEON-LICHARRE","0640124M"
2020,"NOUVELLE-AQUITAINE","BORDEAUX","PYRENEES-ATLANTIQUES","ORTHEZ","0640052J"
2020,"NOUVELLE-AQUITAINE","LIMOGES","CORREZE","BRIVE-LA-GAILLARDE","0190010H"
2020,"NOUVELLE-AQUITAINE","LIMOGES","CREUSE","GUERET","0230051F"
2020,"NOUVELLE-AQUITAINE","POITIERS","CHARENTE","BARBEZIEUX-SAINT-HILAIRE","0160010Z"
2020,"NOUVELLE-AQUITAINE","POITIERS","CHARENTE","CONFOLENS","0160022M"
2020,"NOUVELLE-AQUITAINE","POITIERS","CHARENTE-MARITIME","PONT-L'ABBE-D'ARNOULT","0170098P"
2020,"NOUVELLE-AQUITAINE","POITIERS","CHARENTE-MARITIME","SAINT-TROJAN-LES-BAINS","0171472H"
2020,"NOUVELLE-AQUITAINE","POITIERS","DEUX-SEVRES","MELLE","0790019S"
2020,"NOUVELLE-AQUITAINE","POITIERS","DEUX-SEVRES","NIORT","0790024X"
2020,"NOUVELLE-AQUITAINE","POITIERS","DEUX-SEVRES","SAINT-MAIXENT-L'ECOLE","0790031E"
2020,"NOUVELLE-AQUITAINE","POITIERS","DEUX-SEVRES","SAINT-MAIXENT-L'ECOLE","0791188M"
2020,"NOUVELLE-AQUITAINE","POITIERS","VIENNE","LOUDUN","0860021F"
2020,"OCCITANIE","MONTPELLIER","AUDE","NARBONNE","0110023R"
2020,"OCCITANIE","MONTPELLIER","GARD","ALES","0300125Y"
2020,"OCCITANIE","MONTPELLIER","GARD","NIMES","0300026R"
2020,"OCCITANIE","MONTPELLIER","HERAULT","BEDARIEUX","0340005W"
2020,"OCCITANIE","MONTPELLIER","HERAULT","CASTELNAU-LE-LEZ","0341921D"
2020,"OCCITANIE","MONTPELLIER","HERAULT","CLERMONT-L'HERAULT","0340023R"
2020,"OCCITANIE","MONTPELLIER","HERAULT","MONTPELLIER","0342266D"
2020,"OCCITANIE","MONTPELLIER","HERAULT","MONTPELLIER","0340039H"
2020,"OCCITANIE","MONTPELLIER","HERAULT","MONTPELLIER","0340038G"
2020,"OCCITANIE","MONTPELLIER","HERAULT","MONTPELLIER","0341915X"
2020,"OCCITANIE","MONTPELLIER","HERAULT","MONTPELLIER","0340991T"
2020,"OCCITANIE","MONTPELLIER","HERAULT","MONTPELLIER","0340881Y"
2020,"OCCITANIE","MONTPELLIER","HERAULT","SERIGNAN","0342091N"
2020,"OCCITANIE","MONTPELLIER","HERAULT","SETE","0340075X"
2020,"OCCITANIE","MONTPELLIER","LOZERE","MARVEJOLS","0480023P"
2020,"OCCITANIE","MONTPELLIER","LOZERE","MENDE","0480025S"
2020,"OCCITANIE","MONTPELLIER","PYRENEES-ORIENTALES","CANET-EN-ROUSSILLON","0660856X"
2020,"OCCITANIE","MONTPELLIER","PYRENEES-ORIENTALES","CERET","0660004W"
2020,"OCCITANIE","MONTPELLIER","PYRENEES-ORIENTALES","PERPIGNAN","0660768B"
2020,"OCCITANIE","TOULOUSE","ARIEGE","PAMIERS","0090036R"
2020,"OCCITANIE","TOULOUSE","GERS","AUCH","0320002D"
2020,"OCCITANIE","TOULOUSE","HAUTE-GARONNE","BLAGNAC","0311126F"
2020,"OCCITANIE","TOULOUSE","HAUTE-GARONNE","PIBRAC","0312938A"
2020,"OCCITANIE","TOULOUSE","HAUTE-GARONNE","TOULOUSE","0310038Y"
2020,"OCCITANIE","TOULOUSE","HAUTE-GARONNE","TOULOUSE","0311134P"
2020,"OCCITANIE","TOULOUSE","HAUTE-GARONNE","TOULOUSE","0310047H"
2020,"OCCITANIE","TOULOUSE","HAUTE-GARONNE","TOULOUSE","0311146C"
2020,"OCCITANIE","TOULOUSE","HAUTE-GARONNE","TOULOUSE","0310041B"
2020,"OCCITANIE","TOULOUSE","HAUTE-GARONNE","TOULOUSE","0311586F"
2020,"OCCITANIE","TOULOUSE","HAUTES-PYRENEES","LOURDES","0650040R"
2020,"OCCITANIE","TOULOUSE","HAUTES-PYRENEES","MONLEON-MAGNOAC","0650885J"
2020,"OCCITANIE","TOULOUSE","LOT","FIGEAC","0460010L"
2020,"OCCITANIE","TOULOUSE","LOT","SAINT-CERE","0460026D"
2020,"PAYS DE LA LOIRE","NANTES","LOIRE-ATLANTIQUE","MACHECOUL-SAINT-MEME","0440201E"
2020,"PAYS DE LA LOIRE","NANTES","LOIRE-ATLANTIQUE","NANTES","0440021J"
2020,"PAYS DE LA LOIRE","NANTES","LOIRE-ATLANTIQUE","NANTES","0440172Y"
2020,"PAYS DE LA LOIRE","NANTES","LOIRE-ATLANTIQUE","NANTES","0442774B"
2020,"PAYS DE LA LOIRE","NANTES","LOIRE-ATLANTIQUE","NORT-SUR-ERDRE","0442778F"
2020,"PAYS DE LA LOIRE","NANTES","LOIRE-ATLANTIQUE","ORVAULT","0442094M"
2020,"PAYS DE LA LOIRE","NANTES","LOIRE-ATLANTIQUE","SAINT-GILDAS-DES-BOIS","0440175B"
2020,"PAYS DE LA LOIRE","NANTES","LOIRE-ATLANTIQUE","SAINT-NAZAIRE","0440177D"
2020,"PAYS DE LA LOIRE","NANTES","LOIRE-ATLANTIQUE","SAINT-SEBASTIEN-SUR-LOIRE","0440279P"
2020,"PAYS DE LA LOIRE","NANTES","MAINE-ET-LOIRE","ANGERS","0492089E"
2020,"PAYS DE LA LOIRE","NANTES","MAINE-ET-LOIRE","ANGERS","0491966W"
2020,"PAYS DE LA LOIRE","NANTES","MAINE-ET-LOIRE","ANGERS","0492123S"
2020,"PAYS DE LA LOIRE","NANTES","MAINE-ET-LOIRE","ANGERS","0492407A"
2020,"PAYS DE LA LOIRE","NANTES","MAINE-ET-LOIRE","CHEMILLE-EN-ANJOU","0490837U"
2020,"PAYS DE LA LOIRE","NANTES","MAINE-ET-LOIRE","MAUGES-SUR-LOIRE","0490835S"
2020,"PAYS DE LA LOIRE","NANTES","MAINE-ET-LOIRE","SEVREMOINE","0490952U"
2020,"PAYS DE LA LOIRE","NANTES","MAYENNE","CHATEAU-GONTIER-SUR-MAYENNE","0530046M"
2020,"PAYS DE LA LOIRE","NANTES","MAYENNE","LAVAL","0530011Z"
2020,"PAYS DE LA LOIRE","NANTES","MAYENNE","MAYENNE","0530016E"
2020,"PAYS DE LA LOIRE","NANTES","SARTHE","LE MANS","0721684P"
2020,"PAYS DE LA LOIRE","NANTES","SARTHE","SABLE-SUR-SARTHE","0720048L"
2020,"PAYS DE LA LOIRE","NANTES","SARTHE","SABLE-SUR-SARTHE","0720843A"
2020,"PAYS DE LA LOIRE","NANTES","SARTHE","SILLE-LE-GUILLAUME","0720055U"
2020,"PAYS DE LA LOIRE","NANTES","VENDEE","CHALLANS","0851346B"
2020,"PAYS DE LA LOIRE","NANTES","VENDEE","FONTENAY-LE-COMTE","0851344Z"
2020,"PAYS DE LA LOIRE","NANTES","VENDEE","LA ROCHE-SUR-YON","0850025R"
2020,"PAYS DE LA LOIRE","NANTES","VENDEE","LUCON","0850016F"
2020,"PROVENCE-ALPES-COTE D'AZUR","AIX-MARSEILLE","ALPES-DE-HTE-PROVENCE","DIGNE-LES-BAINS","0040027H"
2020,"PROVENCE-ALPES-COTE D'AZUR","AIX-MARSEILLE","BOUCHES-DU-RHONE","AIX-EN-PROVENCE","0130001F"
2020,"PROVENCE-ALPES-COTE D'AZUR","AIX-MARSEILLE","BOUCHES-DU-RHONE","ARLES","0130010R"
2020,"PROVENCE-ALPES-COTE D'AZUR","AIX-MARSEILLE","BOUCHES-DU-RHONE","GARDANNE","0133244F"
2020,"PROVENCE-ALPES-COTE D'AZUR","AIX-MARSEILLE","BOUCHES-DU-RHONE","GIGNAC-LA-NERTHE","0133314G"
2020,"PROVENCE-ALPES-COTE D'AZUR","AIX-MARSEILLE","BOUCHES-DU-RHONE","LA CIOTAT","0131747D"
2020,"PROVENCE-ALPES-COTE D'AZUR","AIX-MARSEILLE","BOUCHES-DU-RHONE","MARIGNANE","0132410Z"
2020,"PROVENCE-ALPES-COTE D'AZUR","AIX-MARSEILLE","BOUCHES-DU-RHONE","MARSEILLE 10E  ARRONDISSEMENT","0133334D"
2020,"PROVENCE-ALPES-COTE D'AZUR","AIX-MARSEILLE","BOUCHES-DU-RHONE","MARSEILLE 13E  ARRONDISSEMENT","0134155W"
2020,"PROVENCE-ALPES-COTE D'AZUR","AIX-MARSEILLE","BOUCHES-DU-RHONE","MARSEILLE  1ER ARRONDISSEMENT","0130039X"
2020,"PROVENCE-ALPES-COTE D'AZUR","AIX-MARSEILLE","BOUCHES-DU-RHONE","MARSEILLE  6E  ARRONDISSEMENT","0133555U"
2020,"PROVENCE-ALPES-COTE D'AZUR","AIX-MARSEILLE","BOUCHES-DU-RHONE","MARSEILLE  6E  ARRONDISSEMENT","0131341M"
2020,"PROVENCE-ALPES-COTE D'AZUR","AIX-MARSEILLE","BOUCHES-DU-RHONE","MARSEILLE 8E  ARRONDISSEMENT","0130036U"
2020,"PROVENCE-ALPES-COTE D'AZUR","AIX-MARSEILLE","BOUCHES-DU-RHONE","MARSEILLE 8E  ARRONDISSEMENT","0131323T"
2020,"PROVENCE-ALPES-COTE D'AZUR","AIX-MARSEILLE","BOUCHES-DU-RHONE","MARSEILLE  9E  ARRONDISSEMENT","0134250Z"
2020,"PROVENCE-ALPES-COTE D'AZUR","AIX-MARSEILLE","BOUCHES-DU-RHONE","SAINT-MARTIN-DE-CRAU","0134004G"
2020,"PROVENCE-ALPES-COTE D'AZUR","AIX-MARSEILLE","BOUCHES-DU-RHONE","SALON-DE-PROVENCE","0131360H"
2020,"PROVENCE-ALPES-COTE D'AZUR","AIX-MARSEILLE","BOUCHES-DU-RHONE","VITROLLES","0133288D"
2020,"PROVENCE-ALPES-COTE D'AZUR","AIX-MARSEILLE","BOUCHES-DU-RHONE","VITROLLES","0133015G"
2020,"PROVENCE-ALPES-COTE D'AZUR","AIX-MARSEILLE","HAUTES-ALPES","BRIANCON","0050003B"
2020,"PROVENCE-ALPES-COTE D'AZUR","AIX-MARSEILLE","HAUTES-ALPES","EMBRUN","0050004C"
2020,"PROVENCE-ALPES-COTE D'AZUR","AIX-MARSEILLE","VAUCLUSE","AVIGNON","0840005Z"
2020,"PROVENCE-ALPES-COTE D'AZUR","NICE","ALPES-MARITIMES","CAGNES-SUR-MER","0060009C"
2020,"PROVENCE-ALPES-COTE D'AZUR","NICE","ALPES-MARITIMES","CANNES","0060011E"
2020,"PROVENCE-ALPES-COTE D'AZUR","NICE","ALPES-MARITIMES","CANNES","0060014H"
2020,"PROVENCE-ALPES-COTE D'AZUR","NICE","ALPES-MARITIMES","CANNES","0060673Z"
2020,"PROVENCE-ALPES-COTE D'AZUR","NICE","ALPES-MARITIMES","GRASSE","0060674A"
2020,"PROVENCE-ALPES-COTE D'AZUR","NICE","ALPES-MARITIMES","NICE","0060075Z"
2020,"PROVENCE-ALPES-COTE D'AZUR","NICE","ALPES-MARITIMES","NICE","0060030A"
2020,"PROVENCE-ALPES-COTE D'AZUR","NICE","ALPES-MARITIMES","NICE","0062256V"
2020,"PROVENCE-ALPES-COTE D'AZUR","NICE","ALPES-MARITIMES","NICE","0060029Z"
2020,"PROVENCE-ALPES-COTE D'AZUR","NICE","ALPES-MARITIMES","VALBONNE","0062015H"
2020,"PROVENCE-ALPES-COTE D'AZUR","NICE","ALPES-MARITIMES","VENCE","0061884R"
2020,"PROVENCE-ALPES-COTE D'AZUR","NICE","VAR","BRIGNOLES","0830007G"
2020,"PROVENCE-ALPES-COTE D'AZUR","NICE","VAR","LA SEYNE-SUR-MER","0830095C"
2020,"PROVENCE-ALPES-COTE D'AZUR","NICE","VAR","LORGUES","0830032J"
2020,"PROVENCE-ALPES-COTE D'AZUR","NICE","VAR","SAINT-MAXIMIN-LA-SAINTE-BAUME","0831559U"
2020,"PROVENCE-ALPES-COTE D'AZUR","NICE","VAR","SAINT-RAPHAEL","0831551K"
2020,"PROVENCE-ALPES-COTE D'AZUR","NICE","VAR","TOULON","0831616F"
2020,"OUTRE-MER HORS REGIONS ACADEMIQUES","NOUVELLE CALEDONIE","NOUVELLE CALEDONIE","NOUMEA","9830003L"
2020,"OUTRE-MER HORS REGIONS ACADEMIQUES","WALLIS ET FUTUNA","WALLIS ET FUTUNA","UVEA","9870026P"
2020,"AUVERGNE-RHONE-ALPES","CLERMONT-FERRAND","ALLIER","CUSSET","0030051P"
2020,"AUVERGNE-RHONE-ALPES","CLERMONT-FERRAND","ALLIER","YZEURE","0030038A"
2020,"AUVERGNE-RHONE-ALPES","CLERMONT-FERRAND","CANTAL","SAINT-FLOUR","0150030B"
2020,"AUVERGNE-RHONE-ALPES","CLERMONT-FERRAND","CANTAL","SAINT-FLOUR","0150051Z"
2020,"AUVERGNE-RHONE-ALPES","CLERMONT-FERRAND","HAUTE-LOIRE","YSSINGEAUX","0430953C"
2020,"AUVERGNE-RHONE-ALPES","CLERMONT-FERRAND","HAUTE-LOIRE","YSSINGEAUX","0430065M"
2020,"AUVERGNE-RHONE-ALPES","CLERMONT-FERRAND","PUY-DE-DOME","CHAMALIERES","0631070W"
2020,"AUVERGNE-RHONE-ALPES","CLERMONT-FERRAND","PUY-DE-DOME","CLERMONT-FERRAND","0630077S"
2020,"AUVERGNE-RHONE-ALPES","CLERMONT-FERRAND","PUY-DE-DOME","CLERMONT-FERRAND","0631068U"
2020,"AUVERGNE-RHONE-ALPES","CLERMONT-FERRAND","PUY-DE-DOME","RIOM","0630052P"
2020,"AUVERGNE-RHONE-ALPES","GRENOBLE","ARDECHE","ANNONAY","0070001N"
2020,"AUVERGNE-RHONE-ALPES","GRENOBLE","ARDECHE","ANNONAY","0071126L"
2020,"AUVERGNE-RHONE-ALPES","GRENOBLE","ARDECHE","AUBENAS","0070004S"
2020,"AUVERGNE-RHONE-ALPES","GRENOBLE","ARDECHE","AUBENAS","0070003R"
2020,"AUVERGNE-RHONE-ALPES","GRENOBLE","ARDECHE","LE CHEYLARD","0071397F"
2020,"AUVERGNE-RHONE-ALPES","GRENOBLE","DROME","ROMANS-SUR-ISERE","0260022H"
2020,"AUVERGNE-RHONE-ALPES","GRENOBLE","DROME","VALENCE","0260071L"
2020,"AUVERGNE-RHONE-ALPES","GRENOBLE","HAUTE SAVOIE","ANNEMASSE","0740009H"
2020,"AUVERGNE-RHONE-ALPES","GRENOBLE","HAUTE SAVOIE","ARGONAY","0740006E"
2020,"AUVERGNE-RHONE-ALPES","GRENOBLE","HAUTE SAVOIE","BONNEVILLE","0740013M"
2020,"AUVERGNE-RHONE-ALPES","GRENOBLE","HAUTE SAVOIE","PASSY","0740027C"
2020,"AUVERGNE-RHONE-ALPES","GRENOBLE","HAUTE SAVOIE","RUMILLY","0741532N"
2020,"AUVERGNE-RHONE-ALPES","GRENOBLE","HAUTE SAVOIE","RUMILLY","0741469V"
2020,"AUVERGNE-RHONE-ALPES","GRENOBLE","HAUTE SAVOIE","SAINT-JULIEN-EN-GENEVOIS","0740037N"
2020,"AUVERGNE-RHONE-ALPES","GRENOBLE","HAUTE SAVOIE","SALLANCHES","0740098E"
2020,"AUVERGNE-RHONE-ALPES","GRENOBLE","HAUTE SAVOIE","THONON-LES-BAINS","0740046Y"
2020,"AUVERGNE-RHONE-ALPES","GRENOBLE","HAUTE SAVOIE","THONON-LES-BAINS","0740100G"
2020,"AUVERGNE-RHONE-ALPES","GRENOBLE","ISERE","BOURGOIN-JALLIEU","0380008C"
2020,"AUVERGNE-RHONE-ALPES","GRENOBLE","ISERE","GRENOBLE","0380027Y"
2020,"AUVERGNE-RHONE-ALPES","GRENOBLE","ISERE","GRENOBLE","0380029A"
2020,"AUVERGNE-RHONE-ALPES","GRENOBLE","ISERE","LA COTE-SAINT-ANDRE","0380014J"
2020,"AUVERGNE-RHONE-ALPES","GRENOBLE","ISERE","LA TOUR-DU-PIN","0380073Y"
2020,"AUVERGNE-RHONE-ALPES","GRENOBLE","ISERE","LA TRONCHE","0381630R"
2020,"AUVERGNE-RHONE-ALPES","GRENOBLE","ISERE","MOIRANS","0383119J"
2020,"AUVERGNE-RHONE-ALPES","GRENOBLE","ISERE","SEYSSINET-PARISET","0382780R"
2020,"AUVERGNE-RHONE-ALPES","GRENOBLE","ISERE","VOIRON","0380092U"
2020,"AUVERGNE-RHONE-ALPES","GRENOBLE","SAVOIE","AIX-LES-BAINS","0730003G"
2020,"AUVERGNE-RHONE-ALPES","GRENOBLE","SAVOIE","ALBERTVILLE","0730005J"
2020,"AUVERGNE-RHONE-ALPES","GRENOBLE","SAVOIE","ALBERTVILLE","0730760E"
2020,"AUVERGNE-RHONE-ALPES","GRENOBLE","SAVOIE","CHAMBERY","0731248K"
2020,"AUVERGNE-RHONE-ALPES","GRENOBLE","SAVOIE","MOUTIERS","0730029K"
2020,"AUVERGNE-RHONE-ALPES","GRENOBLE","SAVOIE","SAINT-JEAN-DE-MAURIENNE","0730037U"
2020,"AUVERGNE-RHONE-ALPES","LYON","AIN","BOURG-EN-BRESSE","0010014K"
2020,"AUVERGNE-RHONE-ALPES","LYON","AIN","BOURG-EN-BRESSE","0010016M"
2020,"AUVERGNE-RHONE-ALPES","LYON","AIN","BOURG-EN-BRESSE","0010070W"
2020,"AUVERGNE-RHONE-ALPES","LYON","AIN","LA BOISSE","0011326L"
2020,"AUVERGNE-RHONE-ALPES","LYON","AIN","OYONNAX","0010034G"
2020,"AUVERGNE-RHONE-ALPES","LYON","LOIRE","CHARLIEU","0421025L"
2020,"AUVERGNE-RHONE-ALPES","LYON","LOIRE","FEURS","0421788R"
2020,"AUVERGNE-RHONE-ALPES","LYON","LOIRE","MONTROND-LES-BAINS","0422318S"
2020,"AUVERGNE-RHONE-ALPES","LYON","LOIRE","RIVE-DE-GIER","0420027B"
2020,"AUVERGNE-RHONE-ALPES","LYON","LOIRE","ROANNE","0420033H"
2020,"AUVERGNE-RHONE-ALPES","LYON","LOIRE","ROANNE","0420034J"
2020,"AUVERGNE-RHONE-ALPES","LYON","LOIRE","SAINT-ETIENNE","0421020F"
2020,"AUVERGNE-RHONE-ALPES","LYON","RHONE","DECINES-CHARPIEU","0694086S"
2020,"AUVERGNE-RHONE-ALPES","LYON","RHONE","LYON  2E  ARRONDISSEMENT","0690571W"
2020,"AUVERGNE-RHONE-ALPES","LYON","RHONE","LYON  5E  ARRONDISSEMENT","0690128P"
2020,"AUVERGNE-RHONE-ALPES","LYON","RHONE","LYON  5E  ARRONDISSEMENT","0690521S"
2020,"AUVERGNE-RHONE-ALPES","LYON","RHONE","LYON  6E  ARRONDISSEMENT","0690026D"
2020,"AUVERGNE-RHONE-ALPES","LYON","RHONE","LYON  6E  ARRONDISSEMENT","0690027E"
2020,"AUVERGNE-RHONE-ALPES","LYON","RHONE","LYON  8E  ARRONDISSEMENT","0690042W"
2020,"AUVERGNE-RHONE-ALPES","LYON","RHONE","LYON  9E  ARRONDISSEMENT","0690082P"
2020,"AUVERGNE-RHONE-ALPES","LYON","RHONE","OULLINS","0690542P"
2020,"AUVERGNE-RHONE-ALPES","LYON","RHONE","SAIN-BEL","0694069Y"
2020,"AUVERGNE-RHONE-ALPES","LYON","RHONE","VENISSIEUX","0692717D"
2020,"AUVERGNE-RHONE-ALPES","LYON","RHONE","VILLEURBANNE","0690554C"
2020,"BOURGOGNE-FRANCHE-COMTE","BESANCON","DOUBS","PONTARLIER","0250043L"
2020,"BOURGOGNE-FRANCHE-COMTE","BESANCON","HAUTE-SAONE","VESOUL","0700905D"
2020,"BOURGOGNE-FRANCHE-COMTE","BESANCON","JURA","LONS-LE-SAUNIER","0390019J"
2020,"BOURGOGNE-FRANCHE-COMTE","BESANCON","TERRITOIRE DE BELFORT","BELFORT","0900002N"
2020,"BOURGOGNE-FRANCHE-COMTE","DIJON","COTE D'OR","DIJON","0211091X"
2020,"BOURGOGNE-FRANCHE-COMTE","DIJON","COTE D'OR","DIJON","0211074D"
2020,"BOURGOGNE-FRANCHE-COMTE","DIJON","NIEVRE","CLAMECY","0580008U"
2020,"BOURGOGNE-FRANCHE-COMTE","DIJON","NIEVRE","COSNE-COURS-SUR-LOIRE","0580014A"
2020,"BOURGOGNE-FRANCHE-COMTE","DIJON","NIEVRE","NEVERS","0580032V"
2020,"BOURGOGNE-FRANCHE-COMTE","DIJON","SAONE-ET-LOIRE","AUTUN","0710001R"
2020,"BOURGOGNE-FRANCHE-COMTE","DIJON","SAONE-ET-LOIRE","CHALON-SUR-SAONE","0711896A"
2020,"BOURGOGNE-FRANCHE-COMTE","DIJON","SAONE-ET-LOIRE","LE CREUSOT","0710026T"
2020,"BOURGOGNE-FRANCHE-COMTE","DIJON","SAONE-ET-LOIRE","MONTCEAU-LES-MINES","0710054Y"
2020,"BOURGOGNE-FRANCHE-COMTE","DIJON","SAONE-ET-LOIRE","PARAY-LE-MONIAL","0710112L"
2020,"BRETAGNE","RENNES","COTES D'ARMOR","LAMBALLE-ARMOR","0220196U"
2020,"BRETAGNE","RENNES","COTES D'ARMOR","LANNION","0220102S"
2020,"BRETAGNE","RENNES","COTES D'ARMOR","SAINT-BRIEUC","0220058U"
2020,"BRETAGNE","RENNES","COTES D'ARMOR","SAINT-BRIEUC","0220057T"
2020,"BRETAGNE","RENNES","COTES D'ARMOR","SAINT-BRIEUC","0220060W"
2020,"BRETAGNE","RENNES","FINISTERE","LANDERNEAU","0290159R"
2020,"BRETAGNE","RENNES","FINISTERE","LANDIVISIAU","0292047T"
2020,"BRETAGNE","RENNES","FINISTERE","LESNEVEN","0290160S"
2020,"BRETAGNE","RENNES","ILLE-ET-VILAINE","BRUZ","0352341E"
2020,"BRETAGNE","RENNES","ILLE-ET-VILAINE","RENNES","0350778F"
2020,"BRETAGNE","RENNES","ILLE-ET-VILAINE","RENNES","0351907H"
2020,"BRETAGNE","RENNES","ILLE-ET-VILAINE","SAINT-MALO","0350042F"
2020,"BRETAGNE","RENNES","MORBIHAN","SAINTE-ANNE-D'AURAY","0560119A"
2020,"BRETAGNE","RENNES","MORBIHAN","VANNES","0561627P"
2020,"BRETAGNE","RENNES","MORBIHAN","VANNES","0560198L"
2020,"CENTRE-VAL DE LOIRE","ORLEANS-TOURS","CHER","BOURGES","0180007K"
2020,"CENTRE-VAL DE LOIRE","ORLEANS-TOURS","CHER","BOURGES","0180561M"
2020,"CENTRE-VAL DE LOIRE","ORLEANS-TOURS","CHER","VIERZON","0180035R"
2020,"CENTRE-VAL DE LOIRE","ORLEANS-TOURS","EURE-ET-LOIR","NOGENT-LE-ROTROU","0280036M"
2020,"CENTRE-VAL DE LOIRE","ORLEANS-TOURS","INDRE","ISSOUDUN","0360505D"
2020,"CENTRE-VAL DE LOIRE","ORLEANS-TOURS","INDRE","LA CHATRE","0360019A"
2020,"CENTRE-VAL DE LOIRE","ORLEANS-TOURS","INDRE-ET-LOIRE","CHAMBRAY-LES-TOURS","0370749N"
2020,"CENTRE-VAL DE LOIRE","ORLEANS-TOURS","INDRE-ET-LOIRE","CHINON","0371306U"
2020,"CENTRE-VAL DE LOIRE","ORLEANS-TOURS","INDRE-ET-LOIRE","LOCHES","0370737A"
2020,"CENTRE-VAL DE LOIRE","ORLEANS-TOURS","INDRE-ET-LOIRE","TOURS","0371418R"
2020,"CENTRE-VAL DE LOIRE","ORLEANS-TOURS","LOIRET","MONTARGIS","0450040Z"
2020,"CENTRE-VAL DE LOIRE","ORLEANS-TOURS","LOIRET","ORLEANS","0451526P"
2020,"CENTRE-VAL DE LOIRE","ORLEANS-TOURS","LOIRET","ORLEANS","0450758E"
2020,"CORSE","CORSE","CORSE-DU-SUD","AJACCIO","6200002H"
2020,"CORSE","CORSE","CORSE-DU-SUD","PORTO-VECCHIO","6200063Z"
2020,"CORSE","CORSE","HAUTE-CORSE","BASTIA","7200073S"
2020,"GRAND EST","NANCY-METZ","MEURTHE-ET-MOSELLE","JARNY","0540076P"
2020,"GRAND EST","NANCY-METZ","MEURTHE-ET-MOSELLE","LUNEVILLE","0540034U"
2020,"GRAND EST","NANCY-METZ","MEURTHE-ET-MOSELLE","NANCY","0540040A"
2020,"GRAND EST","NANCY-METZ","MEURTHE-ET-MOSELLE","NANCY","0540041B"
2020,"GRAND EST","NANCY-METZ","MEURTHE-ET-MOSELLE","NANCY","0540042C"
2020,"GRAND EST","NANCY-METZ","MEURTHE-ET-MOSELLE","NANCY","0541319R"
2020,"GRAND EST","NANCY-METZ","MEURTHE-ET-MOSELLE","VAL DE BRIEY","0541305A"
2020,"GRAND EST","NANCY-METZ","MEURTHE-ET-MOSELLE","VAL DE BRIEY","0541286E"
2020,"GRAND EST","NANCY-METZ","MEUSE","STENAY","0550072E"
2020,"GRAND EST","NANCY-METZ","MOSELLE","FORBACH","0572340J"
2020,"GRAND EST","NANCY-METZ","MOSELLE","METZ","0572757M"
2020,"GRAND EST","NANCY-METZ","MOSELLE","METZ","0573227Y"
2020,"GRAND EST","NANCY-METZ","MOSELLE","METZ","0570057C"
2020,"GRAND EST","NANCY-METZ","MOSELLE","MONTIGNY-LES-METZ","0572341K"
2020,"GRAND EST","NANCY-METZ","MOSELLE","SAINT-AVOLD","0570087K"
2020,"GRAND EST","NANCY-METZ","MOSELLE","SARREBOURG","0570094T"
2020,"GRAND EST","NANCY-METZ","MOSELLE","TALANGE","0572590F"
2020,"GRAND EST","NANCY-METZ","MOSELLE","THIONVILLE","0570107G"
2020,"GRAND EST","NANCY-METZ","VOSGES","REMIREMONT","0880153N"
2020,"GRAND EST","REIMS","ARDENNES","CHARLEVILLE-MEZIERES","0080082W"
2020,"GRAND EST","REIMS","ARDENNES","GIVET","0080018B"
2020,"GRAND EST","REIMS","ARDENNES","SEDAN","0080045F"
2020,"GRAND EST","REIMS","AUBE","BAR-SUR-AUBE","0100003Z"
2020,"GRAND EST","REIMS","AUBE","TROYES","0100022V"
2020,"GRAND EST","REIMS","AUBE","TROYES","0100046W"
2020,"GRAND EST","REIMS","MARNE","EPERNAY","0511135G"
2020,"GRAND EST","REIMS","MARNE","REIMS","0511140M"
2020,"GRAND EST","STRASBOURG","BAS-RHIN","BOUXWILLER","0670007U"
2020,"GRAND EST","STRASBOURG","BAS-RHIN","ILLKIRCH-GRAFFENSTADEN","0672198A"
