"rentree_scolaire","region_academique","academie","departement","commune","numero_etablissement"
2020,"CENTRE-VAL DE LOIRE","ORLEANS-TOURS","LOIRET","SAINT-JEAN-DE-BRAYE","0451462V"
2020,"CENTRE-VAL DE LOIRE","ORLEANS-TOURS","LOIR-ET-CHER","BLOIS","0410675L"
2020,"CENTRE-VAL DE LOIRE","ORLEANS-TOURS","LOIR-ET-CHER","VENDOME","0410030K"
2020,"CORSE","CORSE","HAUTE-CORSE","CORTE","7200021K"
2020,"CORSE","CORSE","HAUTE-CORSE","L'ILE-ROUSSE","7200123W"
2020,"CORSE","CORSE","HAUTE-CORSE","PRUNELLI-DI-FIUMORBO","7200719U"
2020,"GRAND EST","NANCY-METZ","MEURTHE-ET-MOSELLE","FLAVIGNY-SUR-MOSELLE","0541268K"
2020,"GRAND EST","NANCY-METZ","MEURTHE-ET-MOSELLE","LUNEVILLE","0542293Z"
2020,"GRAND EST","NANCY-METZ","MEURTHE-ET-MOSELLE","LUNEVILLE","0541312H"
2020,"GRAND EST","NANCY-METZ","MEURTHE-ET-MOSELLE","VANDOEUVRE-LES-NANCY","0540070H"
2020,"GRAND EST","NANCY-METZ","MEURTHE-ET-MOSELLE","VILLERS-LES-NANCY","0542208G"
2020,"GRAND EST","NANCY-METZ","MEUSE","VERDUN","0550049E"
2020,"GRAND EST","NANCY-METZ","MOSELLE","DIEUZE","0570021N"
2020,"GRAND EST","NANCY-METZ","MOSELLE","FAMECK","0570023R"
2020,"GRAND EST","NANCY-METZ","MOSELLE","METZ","0570058D"
2020,"GRAND EST","NANCY-METZ","MOSELLE","PHALSBOURG","0570211V"
2020,"GRAND EST","NANCY-METZ","MOSELLE","SARREGUEMINES","0570099Y"
2020,"GRAND EST","NANCY-METZ","MOSELLE","THIONVILLE","0570216A"
2020,"GRAND EST","NANCY-METZ","VOSGES","BRUYERES","0880004B"
2020,"GRAND EST","NANCY-METZ","VOSGES","EPINAL","0880101G"
2020,"GRAND EST","REIMS","ARDENNES","CHARLEVILLE-MEZIERES","0080007P"
2020,"GRAND EST","REIMS","ARDENNES","RETHEL","0080039Z"
2020,"GRAND EST","REIMS","AUBE","ROMILLY-SUR-SEINE","0100015M"
2020,"GRAND EST","REIMS","AUBE","SAINTE-SAVINE","0101016A"
2020,"GRAND EST","REIMS","AUBE","TROYES","0101028N"
2020,"GRAND EST","REIMS","HAUTE-MARNE","CHAUMONT","0521032P"
2020,"GRAND EST","REIMS","MARNE","CHALONS-EN-CHAMPAGNE","0510006E"
2020,"GRAND EST","REIMS","MARNE","EPERNAY","0510068X"
2020,"GRAND EST","REIMS","MARNE","REIMS","0511130B"
2020,"GRAND EST","STRASBOURG","BAS-RHIN","BISCHHEIM","0672604S"
2020,"GRAND EST","STRASBOURG","BAS-RHIN","BISCHWILLER","0670005S"
2020,"GRAND EST","STRASBOURG","BAS-RHIN","HAGUENAU","0670020H"
2020,"GRAND EST","STRASBOURG","BAS-RHIN","MOLSHEIM","0670041F"
2020,"GRAND EST","STRASBOURG","BAS-RHIN","OBERNAI","0670049P"
2020,"GRAND EST","STRASBOURG","BAS-RHIN","STRASBOURG","0670085D"
2020,"GRAND EST","STRASBOURG","BAS-RHIN","STRASBOURG","0670082A"
2020,"GRAND EST","STRASBOURG","BAS-RHIN","STRASBOURG","0670083B"
2020,"GRAND EST","STRASBOURG","HAUT-RHIN","ALTKIRCH","0680001G"
2020,"GRAND EST","STRASBOURG","HAUT-RHIN","COLMAR","0680149T"
2020,"GRAND EST","STRASBOURG","HAUT-RHIN","GUEBWILLER","0680015X"
2020,"GUADELOUPE","GUADELOUPE","GUADELOUPE","LES ABYMES","9710003B"
2020,"GUADELOUPE","GUADELOUPE","GUADELOUPE","LES ABYMES","9711205H"
2020,"GUADELOUPE","GUADELOUPE","GUADELOUPE","POINTE-A-PITRE","9710062R"
2020,"GUADELOUPE","GUADELOUPE","GUADELOUPE","POINTE-NOIRE","9711033W"
2020,"GUADELOUPE","GUADELOUPE","GUADELOUPE","SAINT-MARTIN","9711252J"
2020,"GUYANE","GUYANE","GUYANE","KOUROU","9730108E"
2020,"GUYANE","GUYANE","GUYANE","REMIRE-MONTJOLY","9730511T"
2020,"HAUTS-DE-FRANCE","AMIENS","AISNE","CHATEAU-THIERRY","0020012C"
2020,"HAUTS-DE-FRANCE","AMIENS","AISNE","FONTAINE-LES-VERVINS","0021871Y"
2020,"HAUTS-DE-FRANCE","AMIENS","AISNE","LAON","0020032Z"
2020,"HAUTS-DE-FRANCE","AMIENS","AISNE","SAINT-QUENTIN","0020050U"
2020,"HAUTS-DE-FRANCE","AMIENS","OISE","BEAUVAIS","0600001A"
2020,"HAUTS-DE-FRANCE","AMIENS","OISE","CLERMONT","0600013N"
2020,"HAUTS-DE-FRANCE","AMIENS","OISE","COMPIEGNE","0601701Y"
2020,"HAUTS-DE-FRANCE","AMIENS","OISE","MERU","0601865B"
2020,"HAUTS-DE-FRANCE","AMIENS","SOMME","ALBERT","0800007Y"
2020,"HAUTS-DE-FRANCE","AMIENS","SOMME","AMIENS","0801327H"
2020,"HAUTS-DE-FRANCE","AMIENS","SOMME","AMIENS","0801742J"
2020,"HAUTS-DE-FRANCE","AMIENS","SOMME","AMIENS","0802140S"
2020,"HAUTS-DE-FRANCE","AMIENS","SOMME","AMIENS","0801209E"
2020,"HAUTS-DE-FRANCE","LILLE","NORD","ARMENTIERES","0590011S"
2020,"HAUTS-DE-FRANCE","LILLE","NORD","AULNOYE-AYMERIES","0592928M"
2020,"HAUTS-DE-FRANCE","LILLE","NORD","AVESNES-SUR-HELPE","0590018Z"
2020,"HAUTS-DE-FRANCE","LILLE","NORD","CAMBRAI","0593061G"
2020,"HAUTS-DE-FRANCE","LILLE","NORD","CAUDRY","0590044C"
2020,"HAUTS-DE-FRANCE","LILLE","NORD","CONDE-SUR-L'ESCAUT","0596854E"
2020,"HAUTS-DE-FRANCE","LILLE","NORD","DUNKERQUE","0590072H"
2020,"HAUTS-DE-FRANCE","LILLE","NORD","DUNKERQUE","0590071G"
2020,"HAUTS-DE-FRANCE","LILLE","NORD","FOURMIES","0590083V"
2020,"HAUTS-DE-FRANCE","LILLE","NORD","LANDRECIES","0590112B"
2020,"HAUTS-DE-FRANCE","LILLE","NORD","LE CATEAU-CAMBRESIS","0590042A"
2020,"HAUTS-DE-FRANCE","LILLE","NORD","LILLE","0590121L"
2020,"HAUTS-DE-FRANCE","LILLE","NORD","LILLE","0590116F"
2020,"HAUTS-DE-FRANCE","LILLE","NORD","LILLE","0593113N"
2020,"HAUTS-DE-FRANCE","LILLE","NORD","SIN-LE-NOBLE","0595885B"
2020,"HAUTS-DE-FRANCE","LILLE","NORD","SOLESMES","0593138R"
2020,"HAUTS-DE-FRANCE","LILLE","NORD","TOURCOING","0590212K"
2020,"HAUTS-DE-FRANCE","LILLE","NORD","VALENCIENNES","0595809U"
2020,"HAUTS-DE-FRANCE","LILLE","PAS-DE-CALAIS","ARRAS","0624430D"
2020,"HAUTS-DE-FRANCE","LILLE","PAS-DE-CALAIS","ARRAS","0620006V"
2020,"HAUTS-DE-FRANCE","LILLE","PAS-DE-CALAIS","AUCHEL","0620017G"
2020,"HAUTS-DE-FRANCE","LILLE","PAS-DE-CALAIS","AVION","0620027T"
2020,"HAUTS-DE-FRANCE","LILLE","PAS-DE-CALAIS","BERCK","0620229M"
2020,"HAUTS-DE-FRANCE","LILLE","PAS-DE-CALAIS","BERCK","0622276M"
2020,"HAUTS-DE-FRANCE","LILLE","PAS-DE-CALAIS","BETHUNE","0620042J"
2020,"HAUTS-DE-FRANCE","LILLE","PAS-DE-CALAIS","LIEVIN","0620113L"
2020,"HAUTS-DE-FRANCE","LILLE","PAS-DE-CALAIS","NOEUX-LES-MINES","0624440P"
2020,"ILE-DE-FRANCE","CRETEIL","SEINE-ET-MARNE","AVON","0770918E"
2020,"ILE-DE-FRANCE","CRETEIL","SEINE-ET-MARNE","CHAMPS-SUR-MARNE","0772223Y"
2020,"ILE-DE-FRANCE","CRETEIL","SEINE-ET-MARNE","CHELLES","0770922J"
2020,"ILE-DE-FRANCE","CRETEIL","SEINE-ET-MARNE","COMBS-LA-VILLE","0772127U"
2020,"ILE-DE-FRANCE","CRETEIL","SEINE-ET-MARNE","DAMMARIE-LES-LYS","0771027Y"
2020,"ILE-DE-FRANCE","CRETEIL","SEINE-ET-MARNE","LAGNY-SUR-MARNE","0771512A"
2020,"ILE-DE-FRANCE","CRETEIL","SEINE-ET-MARNE","LONGPERRIER","0772228D"
2020,"ILE-DE-FRANCE","CRETEIL","SEINE-ET-MARNE","MEAUX","0770930T"
2020,"ILE-DE-FRANCE","CRETEIL","SEINE-ET-MARNE","MEAUX","0770931U"
2020,"ILE-DE-FRANCE","CRETEIL","SEINE-ET-MARNE","MELUN","0770933W"
2020,"ILE-DE-FRANCE","CRETEIL","SEINE-ET-MARNE","MELUN","0770934X"
2020,"ILE-DE-FRANCE","CRETEIL","SEINE-ET-MARNE","MITRY-MORY","0771996B"
2020,"ILE-DE-FRANCE","CRETEIL","SEINE-ET-MARNE","MOISSY-CRAMAYEL","0772296C"
2020,"ILE-DE-FRANCE","CRETEIL","SEINE-ET-MARNE","SOURDUN","0772737G"
2020,"ILE-DE-FRANCE","CRETEIL","SEINE-ET-MARNE","TORCY","0772120L"
2020,"ILE-DE-FRANCE","CRETEIL","SEINE-ET-MARNE","TOURNAN-EN-BRIE","0772342C"
2020,"ILE-DE-FRANCE","CRETEIL","SEINE-SAINT-DENIS","AUBERVILLIERS","0932110N"
2020,"ILE-DE-FRANCE","CRETEIL","SEINE-SAINT-DENIS","AUBERVILLIERS","0930117X"
2020,"ILE-DE-FRANCE","CRETEIL","SEINE-SAINT-DENIS","AULNAY-SOUS-BOIS","0930834B"
2020,"ILE-DE-FRANCE","CRETEIL","SEINE-SAINT-DENIS","CLICHY-SOUS-BOIS","0932026X"
2020,"ILE-DE-FRANCE","CRETEIL","SEINE-SAINT-DENIS","DRANCY","0932229T"
2020,"ILE-DE-FRANCE","CRETEIL","SEINE-SAINT-DENIS","LES LILAS","0932073Y"
2020,"ILE-DE-FRANCE","CRETEIL","SEINE-SAINT-DENIS","LES PAVILLONS-SOUS-BOIS","0931813R"
2020,"ILE-DE-FRANCE","CRETEIL","SEINE-SAINT-DENIS","MONTREUIL","0930122C"
2020,"ILE-DE-FRANCE","CRETEIL","SEINE-SAINT-DENIS","MONTREUIL","0930121B"
2020,"ILE-DE-FRANCE","CRETEIL","SEINE-SAINT-DENIS","NEUILLY-SUR-MARNE","0932291K"
2020,"ILE-DE-FRANCE","CRETEIL","SEINE-SAINT-DENIS","NOISY-LE-GRAND","0932047V"
2020,"ILE-DE-FRANCE","CRETEIL","SEINE-SAINT-DENIS","NOISY-LE-GRAND","0932638M"
2020,"ILE-DE-FRANCE","CRETEIL","SEINE-SAINT-DENIS","NOISY-LE-SEC","0930123D"
2020,"ILE-DE-FRANCE","CRETEIL","SEINE-SAINT-DENIS","PANTIN","0932653D"
2020,"ILE-DE-FRANCE","CRETEIL","SEINE-SAINT-DENIS","SEVRAN","0932048W"
2020,"ILE-DE-FRANCE","CRETEIL","VAL-DE-MARNE","CHAMPIGNY-SUR-MARNE","0940113M"
2020,"ILE-DE-FRANCE","CRETEIL","VAL-DE-MARNE","NOGENT-SUR-MARNE","0940880W"
2020,"ILE-DE-FRANCE","CRETEIL","VAL-DE-MARNE","NOGENT-SUR-MARNE","0940118T"
2020,"ILE-DE-FRANCE","CRETEIL","VAL-DE-MARNE","SAINT-MANDE","0940882Y"
2020,"ILE-DE-FRANCE","CRETEIL","VAL-DE-MARNE","THIAIS","0940123Y"
2020,"ILE-DE-FRANCE","CRETEIL","VAL-DE-MARNE","VINCENNES","0940822H"
2020,"ILE-DE-FRANCE","CRETEIL","VAL-DE-MARNE","VINCENNES","0940821G"
2020,"ILE-DE-FRANCE","CRETEIL","VAL-DE-MARNE","VINCENNES","0940877T"
2020,"ILE-DE-FRANCE","PARIS","PARIS","PARIS 13E  ARRONDISSEMENT","0755182A"
2020,"ILE-DE-FRANCE","PARIS","PARIS","PARIS 13E  ARRONDISSEMENT","0754042L"
2020,"ILE-DE-FRANCE","PARIS","PARIS","PARIS 13E  ARRONDISSEMENT","0753834K"
2020,"ILE-DE-FRANCE","PARIS","PARIS","PARIS 14E  ARRONDISSEMENT","0750690T"
2020,"ILE-DE-FRANCE","PARIS","PARIS","PARIS 14E  ARRONDISSEMENT","0750689S"
2020,"ILE-DE-FRANCE","PARIS","PARIS","PARIS 15E  ARRONDISSEMENT","0750694X"
2020,"ILE-DE-FRANCE","PARIS","PARIS","PARIS 15E  ARRONDISSEMENT","0754401B"
2020,"ILE-DE-FRANCE","PARIS","PARIS","PARIS 15E  ARRONDISSEMENT","0753916Z"
2020,"ILE-DE-FRANCE","PARIS","PARIS","PARIS 17E  ARRONDISSEMENT","0752937K"
2020,"ILE-DE-FRANCE","PARIS","PARIS","PARIS 18E  ARRONDISSEMENT","0753231E"
2020,"ILE-DE-FRANCE","PARIS","PARIS","PARIS 19E  ARRONDISSEMENT","0753815P"
2020,"ILE-DE-FRANCE","PARIS","PARIS","PARIS 19E  ARRONDISSEMENT","0755352K"
2020,"ILE-DE-FRANCE","PARIS","PARIS","PARIS 20E  ARRONDISSEMENT","0750715V"
2020,"ILE-DE-FRANCE","PARIS","PARIS","PARIS 20E  ARRONDISSEMENT","0755709Y"
2020,"ILE-DE-FRANCE","PARIS","PARIS","PARIS  3E  ARRONDISSEMENT","0750647W"
2020,"ILE-DE-FRANCE","PARIS","PARIS","PARIS  5E  ARRONDISSEMENT","0750656F"
2020,"ILE-DE-FRANCE","PARIS","PARIS","PARIS  5E  ARRONDISSEMENT","0753598D"
2020,"ILE-DE-FRANCE","VERSAILLES","ESSONNE","BONDOUFLE","0911937L"
2020,"ILE-DE-FRANCE","VERSAILLES","ESSONNE","BRETIGNY-SUR-ORGE","0912384X"
2020,"ILE-DE-FRANCE","VERSAILLES","ESSONNE","CORBEIL-ESSONNES","0910620E"
2020,"ILE-DE-FRANCE","VERSAILLES","ESSONNE","GIF-SUR-YVETTE","0911913K"
2020,"ILE-DE-FRANCE","VERSAILLES","ESSONNE","IGNY","0912342B"
2020,"ILE-DE-FRANCE","VERSAILLES","ESSONNE","LONGJUMEAU","0911577V"
2020,"ILE-DE-FRANCE","VERSAILLES","ESSONNE","MENNECY","0911962N"
2020,"ILE-DE-FRANCE","VERSAILLES","ESSONNE","PALAISEAU","0911938M"
2020,"ILE-DE-FRANCE","VERSAILLES","ESSONNE","PALAISEAU","0912251C"
2020,"ILE-DE-FRANCE","VERSAILLES","HAUTS-DE-SEINE","BOIS-COLOMBES","0922691A"
2020,"ILE-DE-FRANCE","VERSAILLES","HAUTS-DE-SEINE","CLICHY","0922149L"
2020,"ILE-DE-FRANCE","VERSAILLES","HAUTS-DE-SEINE","GENNEVILLIERS","0921156G"
2020,"ILE-DE-FRANCE","VERSAILLES","HAUTS-DE-SEINE","MEUDON","0920798T"
2020,"ILE-DE-FRANCE","VERSAILLES","HAUTS-DE-SEINE","NANTERRE","0920141D"
2020,"ILE-DE-FRANCE","VERSAILLES","HAUTS-DE-SEINE","NEUILLY-SUR-SEINE","0920875B"
2020,"ILE-DE-FRANCE","VERSAILLES","HAUTS-DE-SEINE","SEVRES","0920802X"
2020,"ILE-DE-FRANCE","VERSAILLES","VAL-D'OISE","ARGENTEUIL","0950641F"
2020,"ILE-DE-FRANCE","VERSAILLES","VAL-D'OISE","CERGY","0951399E"
2020,"ILE-DE-FRANCE","VERSAILLES","VAL-D'OISE","CERGY","0951637N"
2020,"ILE-DE-FRANCE","VERSAILLES","VAL-D'OISE","DEUIL-LA-BARRE","0951922Y"
2020,"ILE-DE-FRANCE","VERSAILLES","VAL-D'OISE","GARGES-LES-GONESSE","0951766D"
2020,"ILE-DE-FRANCE","VERSAILLES","VAL-D'OISE","L'ISLE-ADAM","0951147F"
2020,"ILE-DE-FRANCE","VERSAILLES","VAL-D'OISE","LOUVRES","0952158E"
2020,"ILE-DE-FRANCE","VERSAILLES","VAL-D'OISE","SAINT-OUEN-L'AUMONE","0951104J"
2020,"ILE-DE-FRANCE","VERSAILLES","VAL-D'OISE","SAINT-WITZ","0951753P"
2020,"ILE-DE-FRANCE","VERSAILLES","YVELINES","LA CELLE-SAINT-CLOUD","0782822U"
2020,"ILE-DE-FRANCE","VERSAILLES","YVELINES","LE VESINET","0782568T"
2020,"ILE-DE-FRANCE","VERSAILLES","YVELINES","LE VESINET","0783297K"
2020,"ILE-DE-FRANCE","VERSAILLES","YVELINES","MAGNANVILLE","0781951X"
2020,"ILE-DE-FRANCE","VERSAILLES","YVELINES","MANTES-LA-JOLIE","0782539L"
2020,"ILE-DE-FRANCE","VERSAILLES","YVELINES","MONTIGNY-LE-BRETONNEUX","0781512V"
2020,"ILE-DE-FRANCE","VERSAILLES","YVELINES","MONTIGNY-LE-BRETONNEUX","0781899R"
2020,"ILE-DE-FRANCE","VERSAILLES","YVELINES","PLAISIR","0780582J"
2020,"ILE-DE-FRANCE","VERSAILLES","YVELINES","RAMBOUILLET","0781664K"
2020,"ILE-DE-FRANCE","VERSAILLES","YVELINES","SAINT-CYR-L'ECOLE","0783140P"
2020,"ILE-DE-FRANCE","VERSAILLES","YVELINES","SAINT-GERMAIN-EN-LAYE","0783288A"
2020,"ILE-DE-FRANCE","VERSAILLES","YVELINES","SAINT-GERMAIN-EN-LAYE","0783286Y"
2020,"ILE-DE-FRANCE","VERSAILLES","YVELINES","VERSAILLES","0782563M"
2020,"LA REUNION","LA REUNION","LA REUNION","SAINT-ANDRE","9741324W"
2020,"LA REUNION","LA REUNION","LA REUNION","SAINT-DENIS","9741620T"
2020,"LA REUNION","LA REUNION","LA REUNION","SAINTE-MARIE","9741185V"
2020,"LA REUNION","LA REUNION","LA REUNION","SAINT-JOSEPH","9740952S"
2020,"MARTINIQUE","MARTINIQUE","MARTINIQUE","FORT-DE-FRANCE","9720002V"
2020,"MARTINIQUE","MARTINIQUE","MARTINIQUE","LE LAMENTIN","9720695Y"
2020,"MARTINIQUE","MARTINIQUE","MARTINIQUE","LE LORRAIN","9720726G"
2020,"MARTINIQUE","MARTINIQUE","MARTINIQUE","LE MARIN","9720727H"
2020,"MARTINIQUE","MARTINIQUE","MARTINIQUE","RIVIERE-SALEE","9720725F"
2020,"NORMANDIE","NORMANDIE","CALVADOS","BAYEUX","0141157G"
2020,"NORMANDIE","NORMANDIE","CALVADOS","CAEN","0140017T"
2020,"NORMANDIE","NORMANDIE","CALVADOS","HEROUVILLE-SAINT-CLAIR","0141796B"
2020,"NORMANDIE","NORMANDIE","CALVADOS","LISIEUX","0140061R"
2020,"NORMANDIE","NORMANDIE","EURE","BERNAY","0270003G"
2020,"NORMANDIE","NORMANDIE","EURE","EVREUX","0270017X"
2020,"NORMANDIE","NORMANDIE","EURE","LOUVIERS","0270029K"
2020,"NORMANDIE","NORMANDIE","EURE","VERNON","0271053Y"
2020,"NORMANDIE","NORMANDIE","MANCHE","AVRANCHES","0500002F"
2020,"NORMANDIE","NORMANDIE","MANCHE","CHERBOURG-EN-COTENTIN","0500017X"
2020,"NORMANDIE","NORMANDIE","MANCHE","CHERBOURG-EN-COTENTIN","0501828R"
2020,"NORMANDIE","NORMANDIE","ORNE","ALENCON","0610002W"
2020,"NORMANDIE","NORMANDIE","ORNE","FLERS","0610698C"
2020,"NORMANDIE","NORMANDIE","ORNE","LA FERTE MACE","0610018N"
2020,"NORMANDIE","NORMANDIE","SEINE MARITIME","BOLBEC","0762920L"
2020,"NORMANDIE","NORMANDIE","SEINE MARITIME","DIEPPE","0760023M"
2020,"NORMANDIE","NORMANDIE","SEINE MARITIME","FECAMP","0760035A"
2020,"NORMANDIE","NORMANDIE","SEINE MARITIME","LE GRAND-QUEVILLY","0761742F"
2020,"NORMANDIE","NORMANDIE","SEINE MARITIME","LE HAVRE","0760054W"
2020,"NORMANDIE","NORMANDIE","SEINE MARITIME","ROUEN","0763409T"
2020,"NORMANDIE","NORMANDIE","SEINE MARITIME","SAINTE-ADRESSE","0761735Y"
2020,"NORMANDIE","NORMANDIE","SEINE MARITIME","SOTTEVILLE-LES-ROUEN","0760110G"
2020,"NOUVELLE-AQUITAINE","BORDEAUX","DORDOGNE","BERGERAC","0240005A"
2020,"NOUVELLE-AQUITAINE","BORDEAUX","DORDOGNE","PERIGUEUX","0240026Y"
2020,"NOUVELLE-AQUITAINE","BORDEAUX","DORDOGNE","PERIGUEUX","0241137F"
2020,"NOUVELLE-AQUITAINE","BORDEAUX","GIRONDE","BLANQUEFORT","0332745E"
2020,"NOUVELLE-AQUITAINE","BORDEAUX","GIRONDE","BLAYE","0330020T"
2020,"NOUVELLE-AQUITAINE","BORDEAUX","GIRONDE","BORDEAUX","0330026Z"
2020,"NOUVELLE-AQUITAINE","BORDEAUX","GIRONDE","BORDEAUX","0330021U"
2020,"NOUVELLE-AQUITAINE","BORDEAUX","GIRONDE","BORDEAUX","0330022V"
2020,"NOUVELLE-AQUITAINE","BORDEAUX","GIRONDE","BORDEAUX","0331556M"
2020,"NOUVELLE-AQUITAINE","BORDEAUX","GIRONDE","BORDEAUX","0331501C"
2020,"NOUVELLE-AQUITAINE","BORDEAUX","GIRONDE","PAUILLAC","0332081H"
2020,"NOUVELLE-AQUITAINE","BORDEAUX","GIRONDE","PAUILLAC","0333307R"
2020,"NOUVELLE-AQUITAINE","BORDEAUX","GIRONDE","SAINTE-FOY-LA-GRANDE","0330115W"
2020,"NOUVELLE-AQUITAINE","BORDEAUX","LANDES","PARENTIS-EN-BORN","0400046H"
2020,"NOUVELLE-AQUITAINE","BORDEAUX","LANDES","SAINT-PAUL-LES-DAX","0401002X"
2020,"NOUVELLE-AQUITAINE","BORDEAUX","LANDES","SAINT-PIERRE-DU-MONT","0400067F"
2020,"NOUVELLE-AQUITAINE","BORDEAUX","LOT-ET-GARONNE","FUMEL","0470018P"
2020,"NOUVELLE-AQUITAINE","BORDEAUX","LOT-ET-GARONNE","MARMANDE","0470020S"
2020,"NOUVELLE-AQUITAINE","BORDEAUX","LOT-ET-GARONNE","VILLENEUVE-SUR-LOT","0470038L"
2020,"NOUVELLE-AQUITAINE","BORDEAUX","PYRENEES-ATLANTIQUES","ANGLET","0640001D"
2020,"NOUVELLE-AQUITAINE","BORDEAUX","PYRENEES-ATLANTIQUES","BAYONNE","0641907A"
2020,"NOUVELLE-AQUITAINE","BORDEAUX","PYRENEES-ATLANTIQUES","BAYONNE","0640010N"
2020,"NOUVELLE-AQUITAINE","LIMOGES","CORREZE","BRIVE-LA-GAILLARDE","0190058K"
2020,"NOUVELLE-AQUITAINE","LIMOGES","CREUSE","LA SOUTERRAINE","0230025C"
2020,"NOUVELLE-AQUITAINE","LIMOGES","HAUTE-VIENNE","LIMOGES","0870081R"
2020,"NOUVELLE-AQUITAINE","LIMOGES","HAUTE-VIENNE","LIMOGES","0870016V"
2020,"NOUVELLE-AQUITAINE","LIMOGES","HAUTE-VIENNE","SAINT-JUNIEN","0870040W"
2020,"NOUVELLE-AQUITAINE","POITIERS","CHARENTE","ANGOULEME","0160002R"
2020,"NOUVELLE-AQUITAINE","POITIERS","CHARENTE","ANGOULEME","0161095D"
2020,"NOUVELLE-AQUITAINE","POITIERS","CHARENTE-MARITIME","LA ROCHELLE","0170029P"
2020,"NOUVELLE-AQUITAINE","POITIERS","CHARENTE-MARITIME","ROCHEFORT","0170022G"
2020,"NOUVELLE-AQUITAINE","POITIERS","CHARENTE-MARITIME","SAINTES","0170103V"
2020,"NOUVELLE-AQUITAINE","POITIERS","CHARENTE-MARITIME","SURGERES","0170070J"
2020,"NOUVELLE-AQUITAINE","POITIERS","DEUX-SEVRES","BRESSUIRE","0790007D"
2020,"NOUVELLE-AQUITAINE","POITIERS","DEUX-SEVRES","NIORT","0790023W"
2020,"NOUVELLE-AQUITAINE","POITIERS","DEUX-SEVRES","NIORT","0790078F"
2020,"NOUVELLE-AQUITAINE","POITIERS","DEUX-SEVRES","NIORT","0791062A"
2020,"NOUVELLE-AQUITAINE","POITIERS","VIENNE","CHATELLERAULT","0860003L"
2020,"NOUVELLE-AQUITAINE","POITIERS","VIENNE","CIVRAY","0860009T"
2020,"NOUVELLE-AQUITAINE","POITIERS","VIENNE","POITIERS","0860035W"
2020,"NOUVELLE-AQUITAINE","POITIERS","VIENNE","POITIERS","0861228T"
2020,"NOUVELLE-AQUITAINE","POITIERS","VIENNE","POITIERS","0860037Y"
2020,"OCCITANIE","MONTPELLIER","AUDE","CARCASSONNE","0110007Y"
2020,"OCCITANIE","MONTPELLIER","AUDE","CARCASSONNE","0110045P"
2020,"OCCITANIE","MONTPELLIER","AUDE","LIMOUX","0110019L"
2020,"OCCITANIE","MONTPELLIER","GARD","NIMES","0301552Z"
2020,"OCCITANIE","MONTPELLIER","GARD","NIMES","0300083C"
2020,"OCCITANIE","MONTPELLIER","GARD","VILLENEUVE-LES-AVIGNON","0301722J"
2020,"OCCITANIE","MONTPELLIER","HERAULT","BEZIERS","0340009A"
2020,"OCCITANIE","MONTPELLIER","HERAULT","BEZIERS","0340871M"
2020,"OCCITANIE","MONTPELLIER","HERAULT","MONTFERRIER-SUR-LEZ","0341521U"
2020,"OCCITANIE","MONTPELLIER","HERAULT","MONTPELLIER","0341736C"
2020,"OCCITANIE","MONTPELLIER","HERAULT","SETE","0340076Y"
2020,"OCCITANIE","MONTPELLIER","PYRENEES-ORIENTALES","PERPIGNAN","0660809W"
2020,"OCCITANIE","TOULOUSE","ARIEGE","PAMIERS","0090015T"
2020,"OCCITANIE","TOULOUSE","AVEYRON","MILLAU","0120012Y"
2020,"OCCITANIE","TOULOUSE","AVEYRON","RODEZ","0120024L"
2020,"OCCITANIE","TOULOUSE","AVEYRON","RODEZ","0121438Y"
2020,"OCCITANIE","TOULOUSE","AVEYRON","VILLEFRANCHE-DE-ROUERGUE","0120061B"
2020,"OCCITANIE","TOULOUSE","GERS","AUCH","0320067Z"
2020,"OCCITANIE","TOULOUSE","GERS","CONDOM","0320009L"
2020,"OCCITANIE","TOULOUSE","GERS","LECTOURE","0320054K"
2020,"OCCITANIE","TOULOUSE","HAUTE-GARONNE","BAGNERES-DE-LUCHON","0311334G"
2020,"OCCITANIE","TOULOUSE","HAUTE-GARONNE","FONSORBES","0312754A"
2020,"OCCITANIE","TOULOUSE","HAUTE-GARONNE","TOULOUSE","0311133N"
2020,"OCCITANIE","TOULOUSE","HAUTE-GARONNE","TOULOUSE","0312356T"
2020,"OCCITANIE","TOULOUSE","HAUTE-GARONNE","TOULOUSE","0310036W"
2020,"OCCITANIE","TOULOUSE","HAUTE-GARONNE","TOULOUSE","0311323V"
2020,"OCCITANIE","TOULOUSE","HAUTE-GARONNE","TOULOUSE","0311147D"
2020,"OCCITANIE","TOULOUSE","HAUTES-PYRENEES","VIC-EN-BIGORRE","0650038N"
2020,"OCCITANIE","TOULOUSE","LOT","CAHORS","0460007H"
2020,"OCCITANIE","TOULOUSE","LOT","CAHORS","0460493L"
2020,"OCCITANIE","TOULOUSE","LOT","CAHORS","0460038S"
2020,"OCCITANIE","TOULOUSE","TARN","ALBI","0810068J"
2020,"OCCITANIE","TOULOUSE","TARN","ALBI","0810006S"
2020,"OCCITANIE","TOULOUSE","TARN","CASTRES","0810071M"
2020,"OCCITANIE","TOULOUSE","TARN","GAILLAC","0810075S"
2020,"OCCITANIE","TOULOUSE","TARN","MAZAMET","0810079W"
2020,"OCCITANIE","TOULOUSE","TARN-ET-GARONNE","MONTAUBAN","0820020B"
2020,"OCCITANIE","TOULOUSE","TARN-ET-GARONNE","MONTAUBAN","0820044C"
